-0.11154534372339	-4.44089209850063E-16	0	0
-0.111539997011706	-1.1639816961647E-06	-5.00000000000167E-05	-3.75000000000125E-05
-0.111518569282979	-5.8287843027533E-06	-9.9999999999989E-05	-7.49999999999917E-05
-0.111480953057477	-1.40177184235693E-05	-0.000158855177129	-0.000119141382847
-0.111421046441826	-2.70589539567563E-05	-0.000240038887735	-0.000180029165802
-0.111326308713496	-4.76820517962735E-05	-0.000363379565396	-0.000272534674047
-0.111238182314726	-6.6865274274275E-05	-0.000477584515338	-0.000358188386503
-0.1111498803129	-8.60860642989073E-05	-0.00059178946528	-0.00044384209896
-0.111050783864855	-0.000107655709054	-0.000720039054685	-0.000540029291014
-0.110943881433372	-0.000130923499194	-0.000858519653181	-0.000643889739886
-0.110840680521506	-0.000153384721788	-0.000992168141908	-0.000744126106431
-0.110746817899993	-0.00017381272583	-0.001113428399629	-0.000835071299722
-0.110656069622225	-0.000193562225266	-0.001230645359457	-0.000922984019593
-0.110558053797481	-0.000214892575824	-0.001357407719432	-0.001018055789574
-0.110449579083748	-0.000238498059548	-0.001497855333909	-0.001123391500432
-0.110340163763429	-0.000262307224387	-0.00163962813207	-0.001229721099052
-0.110240752370324	-0.000283938622029	-0.001768172543047	-0.001326129407285
-0.110149625540682	-0.000303766608647	-0.001885796184598	-0.001414347138448
-0.110055711346721	-0.000324200354512	-0.002007164190301	-0.001505373142726
-0.109950331151177	-0.000347127972902	-0.002143523076074	-0.001607642307056
-0.109837734262477	-0.000371624693496	-0.002289401349484	-0.001717051012113
-0.109732036447886	-0.000394619467783	-0.00242626681489	-0.001819700111168
-0.109638343788411	-0.00041500170663	-0.002547196542976	-0.001910397407232
-0.109547787725443	-0.000434700893727	-0.002664115035201	-0.0019980862764
-0.109447866126619	-0.000456436615755	-0.002793326252031	-0.002094994689023
-0.109335732943187	-0.000480827691223	-0.00293851796305	-0.002203888472288
-0.109223996385609	-0.000505131435479	-0.003083332898014	-0.002312499673511
-0.109125133416896	-0.000526634173592	-0.003211083946195	-0.002408312959647
-0.10903554234521	-0.000546119556116	-0.003326642598665	-0.002494981948999
-0.108941610325654	-0.000566548332989	-0.003448011372377	-0.002586008529283
-0.108833722471232	-0.000590011369409	-0.003587607293278	-0.002690705469958
-0.108718200449763	-0.000615133563418	-0.003737310126633	-0.002802982594975
-0.108612230468001	-0.000638177513783	-0.00387451389943	-0.002905885424572
